Date;Flower;Color;Units Selection
21/10/2024 0:00;Mum Ball;Purple;3700
21/10/2024 0:00;Mum Ball;Red;400
21/10/2024 0:00;Mum Ball;White;700
21/10/2024 0:00;Mum Ball;Yellow;2800
21/10/2024 0:00;Novelty;Bronze;10700
21/10/2024 0:00;Novelty;Button Dark Bronze;9340
21/10/2024 0:00;Novelty;Button Green;16450
21/10/2024 0:00;Novelty;Button Lavender;100
21/10/2024 0:00;Novelty;Button Purple;1950
21/10/2024 0:00;Novelty;Button Red;250
21/10/2024 0:00;Novelty;Button White;700
21/10/2024 0:00;Novelty;Button Yellow;850
21/10/2024 0:00;Novelty;Dark Bronze;2550
21/10/2024 0:00;Novelty;Green;600
21/10/2024 0:00;Novelty;Lavender;4450
21/10/2024 0:00;Novelty;Light Bronze;19520
21/10/2024 0:00;Novelty;Peach;250
21/10/2024 0:00;Novelty;Purple;3550
21/10/2024 0:00;Novelty;Red;3318
21/10/2024 0:00;Novelty;White;2692
21/10/2024 0:00;Novelty;Yellow;16900
21/10/2024 0:00;Rose - Color;Lavender;864
21/10/2024 0:00;Rose - Color;Novelty Orange;144
21/10/2024 0:00;Rose - Color;Orange;1584
21/10/2024 0:00;Rose - Color;Yellow;1008
21/10/2024 0:00;Ruscus;Green;10000
21/10/2024 0:00;Ruscus;Tinted Blue Pastel;50
21/10/2024 0:00;Ruscus;Tinted Burgundy;2700
21/10/2024 0:00;Solidago;Tinted Burgundy;4600
21/10/2024 0:00;Solidago;Yellow;6800
21/10/2024 0:00;Suc Blue Star;Blue;200
21/10/2024 0:00;Suc Bord Rose;Novelty Red;300
21/10/2024 0:00;Suc Cabbage;White;200
21/10/2024 0:00;Suc Curly Red;Red;300
21/10/2024 0:00;Sunflowers;Yellow;6600
21/10/2024 0:00;Super Mums;Pink;500
21/10/2024 0:00;Super Mums;White;3300
21/10/2024 0:00;Super Mums;Yellow;500
22/10/2024 0:00;Alstroemeria;Burgundy;400
22/10/2024 0:00;Alstroemeria;DarkPink;6800
22/10/2024 0:00;Alstroemeria;Green;0
22/10/2024 0:00;Alstroemeria;Lavender;2400
22/10/2024 0:00;Alstroemeria;Orange;6000
22/10/2024 0:00;Alstroemeria;Peach;800
22/10/2024 0:00;Alstroemeria;Pink;3600
22/10/2024 0:00;Alstroemeria;Purple;8000
22/10/2024 0:00;Alstroemeria;Red;5600
22/10/2024 0:00;Alstroemeria;White;6400
22/10/2024 0:00;Alstroemeria;Yellow;5600
22/10/2024 0:00;Aralia;Green;0
22/10/2024 0:00;Carnation;Assorted;0
22/10/2024 0:00;Carnation;Burgundy;2500
22/10/2024 0:00;Carnation;DarkPink;6500
22/10/2024 0:00;Carnation;Earth Tones;1500
22/10/2024 0:00;Carnation;Green;0
22/10/2024 0:00;Carnation;Lavender;2500
22/10/2024 0:00;Carnation;Mauve;500
22/10/2024 0:00;Carnation;Novelty Burgundy;2000
22/10/2024 0:00;Carnation;Novelty Lavender;1000
22/10/2024 0:00;Carnation;Novelty Pink;1500
22/10/2024 0:00;Carnation;Novelty Purple;2500
22/10/2024 0:00;Carnation;Novelty Red;0
22/10/2024 0:00;Carnation;Novelty Yellow;1500
22/10/2024 0:00;Carnation;Orange;10500
22/10/2024 0:00;Carnation;Peach;2500
22/10/2024 0:00;Carnation;Peppermint;0
22/10/2024 0:00;Carnation;Pink;12000
22/10/2024 0:00;Carnation;Purple;6000
22/10/2024 0:00;Carnation;Red;17500
22/10/2024 0:00;Carnation;White;7000
22/10/2024 0:00;Carnation;Yellow;0
22/10/2024 0:00;Cocculus;Green;3000
22/10/2024 0:00;Cremon;Bronze;6100
22/10/2024 0:00;Cremon;Dark Bronze;110
22/10/2024 0:00;Cremon;Green;4200
22/10/2024 0:00;Cremon;Lavender;550
22/10/2024 0:00;Cremon;Light Bronze;4170
22/10/2024 0:00;Cremon;Novelty Lavender;450
22/10/2024 0:00;Cremon;Peach;100
22/10/2024 0:00;Cremon;Purple;2200
22/10/2024 0:00;Cremon;Red;2600
22/10/2024 0:00;Cremon;White;14780
22/10/2024 0:00;Cremon;Yellow;4200
22/10/2024 0:00;Cushion;Assorted;26820
22/10/2024 0:00;Cushion;Bronze;7300
22/10/2024 0:00;Cushion;Cream;10450
22/10/2024 0:00;Cushion;Dark Bronze;37622
22/10/2024 0:00;Cushion;Earth Tones;2800
22/10/2024 0:00;Cushion;Lavender;3780
22/10/2024 0:00;Cushion;Light Bronze;18780
22/10/2024 0:00;Cushion;Peach;2158
22/10/2024 0:00;Cushion;Pink;3300
22/10/2024 0:00;Cushion;Purple;10880
22/10/2024 0:00;Cushion;Red;18430
22/10/2024 0:00;Cushion;Tinted Assorted;0
22/10/2024 0:00;Cushion;White;5623
22/10/2024 0:00;Cushion;Yellow;19560
22/10/2024 0:00;Daisy;Bicolor Bronze;14850
22/10/2024 0:00;Daisy;Bronze;10455
22/10/2024 0:00;Daisy;DarkPink;2420
22/10/2024 0:00;Daisy;Lavender;7220
22/10/2024 0:00;Daisy;Light Bronze;11410
22/10/2024 0:00;Daisy;Novelty Lavender;13200
22/10/2024 0:00;Daisy;Novelty Purple;1450
22/10/2024 0:00;Daisy;Novelty Yellow;17050
22/10/2024 0:00;Daisy;Orange;30300
22/10/2024 0:00;Daisy;Peach;2900
22/10/2024 0:00;Daisy;Pink;1150
22/10/2024 0:00;Daisy;Purple;5900
22/10/2024 0:00;Daisy;Red;5650
22/10/2024 0:00;Daisy;Tinted Assorted;16300
22/10/2024 0:00;Daisy;White;3352
22/10/2024 0:00;Daisy;Yellow;7750
22/10/2024 0:00;Delphinium Spray;Blue;3000
22/10/2024 0:00;Dianthus Ball;Burgundy;900
22/10/2024 0:00;Dianthus Ball;DarkPink;0
22/10/2024 0:00;Dianthus Ball;Novelty Purple;0
22/10/2024 0:00;Dianthus Ball;Pink;0
22/10/2024 0:00;Dianthus Ball;Purple;0
22/10/2024 0:00;Dianthus Ball;White;0
22/10/2024 0:00;Eryngium;Blue;1500
22/10/2024 0:00;Eucalyptus Baby Blue;Green;19000
22/10/2024 0:00;Eucalyptus Silver Dollar;Green;1000
22/10/2024 0:00;Gala Mum;Purple;240
22/10/2024 0:00;Gala Mum;White;100
22/10/2024 0:00;Green Ball;Green;0
22/10/2024 0:00;Green Dragon (Lepidium);Green;3800
22/10/2024 0:00;Gypso;Tinted Blue Patriotic;900
22/10/2024 0:00;Gypso;White;0
22/10/2024 0:00;Hybrid Lilies;DarkPink;800
22/10/2024 0:00;Hybrid Lilies;Orange;2800
22/10/2024 0:00;Hybrid Lilies;Pink;200
22/10/2024 0:00;Hybrid Lilies;White;2000
22/10/2024 0:00;Hybrid Lilies;Yellow;1000
22/10/2024 0:00;Hydrangeas;Green;440
22/10/2024 0:00;Hydrangeas;Tinted Blue;25
22/10/2024 0:00;Hypericum;Green;2000
22/10/2024 0:00;Hypericum;Pink;7500
22/10/2024 0:00;Hypericum;Red;0
22/10/2024 0:00;Iconfetti;Bronze;300
22/10/2024 0:00;Iconfetti;Light Bronze;2200
22/10/2024 0:00;Iconfetti;Orange;3150
22/10/2024 0:00;Iconfetti;White;300
22/10/2024 0:00;Iconfetti;Yellow;150
22/10/2024 0:00;Kale;Cream;600
22/10/2024 0:00;Kale;Purple;0
22/10/2024 0:00;Limonium;Blue;0
22/10/2024 0:00;Limonium;White;2700
22/10/2024 0:00;Liriope;Green;2000
22/10/2024 0:00;Matsumoto;DarkPink;3300
22/10/2024 0:00;Matsumoto;Purple;2700
22/10/2024 0:00;Matsumoto;Red;3300
22/10/2024 0:00;Micropompon Button;Pink;4470
22/10/2024 0:00;Micropompon Button;Purple;8310
22/10/2024 0:00;Micropompon Button;Red;4350
22/10/2024 0:00;Micropompon Button;White;3150
22/10/2024 0:00;Micropompon Daisy;Green;4450
22/10/2024 0:00;Micropompon Daisy;Purple;300
22/10/2024 0:00;Micropompon Daisy;Red;250
22/10/2024 0:00;Micropompon Daisy;White;6900
22/10/2024 0:00;Micropompon Daisy;Yellow;4010
22/10/2024 0:00;Minicarnation;Assorted;0
22/10/2024 0:00;Minicarnation;Burgundy;1800
22/10/2024 0:00;Minicarnation;DarkPink;0
22/10/2024 0:00;Minicarnation;Earth Tones;0
22/10/2024 0:00;Minicarnation;Green;0
22/10/2024 0:00;Minicarnation;Lavender;0
22/10/2024 0:00;Minicarnation;Novelty Burgundy;600
22/10/2024 0:00;Minicarnation;Novelty Pink;0
22/10/2024 0:00;Minicarnation;Novelty Purple;600
22/10/2024 0:00;Minicarnation;Novelty Red;0
22/10/2024 0:00;Minicarnation;Novelty Yellow;0
22/10/2024 0:00;Minicarnation;Orange;8400
22/10/2024 0:00;Minicarnation;Peppermint;0
22/10/2024 0:00;Minicarnation;Pink;0
22/10/2024 0:00;Minicarnation;Purple;3600
22/10/2024 0:00;Minicarnation;Red;9000
22/10/2024 0:00;Minicarnation;White;0
22/10/2024 0:00;Minicarnation;Yellow;0
22/10/2024 0:00;Mum Ball;Dark Bronze;500
22/10/2024 0:00;Mum Ball;Green;1400
22/10/2024 0:00;Mum Ball;Orange;2100
22/10/2024 0:00;Mum Ball;Purple;1900
22/10/2024 0:00;Mum Ball;Red;700
22/10/2024 0:00;Mum Ball;Yellow;1800
22/10/2024 0:00;Novelty;Bronze;4920
22/10/2024 0:00;Novelty;Button Dark Bronze;2026
22/10/2024 0:00;Novelty;Button Green;11498
22/10/2024 0:00;Novelty;Button Purple;10160
22/10/2024 0:00;Novelty;Button Red;6000
22/10/2024 0:00;Novelty;Button White;750
22/10/2024 0:00;Novelty;Button Yellow;1350
22/10/2024 0:00;Novelty;Dark Bronze;7133
22/10/2024 0:00;Novelty;Green;850
22/10/2024 0:00;Novelty;Lavender;5700
22/10/2024 0:00;Novelty;Light Bronze;5150
22/10/2024 0:00;Novelty;Pink;100
22/10/2024 0:00;Novelty;Purple;1200
22/10/2024 0:00;Novelty;Red;2750
22/10/2024 0:00;Novelty;Yellow;7620
22/10/2024 0:00;Oriental Lilies;Pink;300
22/10/2024 0:00;Pin Cushion Protea;Orange;5040
22/10/2024 0:00;Pittosporum;Green;7600
22/10/2024 0:00;Protea;Red;50
22/10/2024 0:00;Robelina Palm;Green;0
22/10/2024 0:00;Rose - Color;DarkPink;10368
22/10/2024 0:00;Rose - Color;Green;1872
22/10/2024 0:00;Rose - Color;Lavender;0
22/10/2024 0:00;Rose - Color;Novelty Orange;1008
22/10/2024 0:00;Rose - Color;Novelty Pink;3024
22/10/2024 0:00;Rose - Color;Novelty Red;0
22/10/2024 0:00;Rose - Color;Orange;6912
22/10/2024 0:00;Rose - Color;Peach;0
22/10/2024 0:00;Rose - Color;Pink;2880
22/10/2024 0:00;Rose - Color;White;3168
22/10/2024 0:00;Rose - Color;Yellow;3456
22/10/2024 0:00;Rose - Red;Red;23328
22/10/2024 0:00;Rose - Spray;DarkPink;150
22/10/2024 0:00;Rose - Spray;Green;0
22/10/2024 0:00;Rose - Spray;Lavender;0
22/10/2024 0:00;Rose - Spray;Novelty Orange;0
22/10/2024 0:00;Rose - Spray;Novelty Pink;0
22/10/2024 0:00;Rose - Spray;Orange;150
22/10/2024 0:00;Rose - Spray;Peach;0
22/10/2024 0:00;Rose - Spray;Pink;150
22/10/2024 0:00;Rose - Spray;Red;40
22/10/2024 0:00;Rose - Spray;White;0
22/10/2024 0:00;Rose - Spray;Yellow;1050
22/10/2024 0:00;Ruscus;Green;10000
22/10/2024 0:00;Ruscus;Tinted Burgundy;3000
22/10/2024 0:00;Ruscus;Tinted Dusty;720
22/10/2024 0:00;Scabiosa;Purple;0
22/10/2024 0:00;Sinensis;White;3000
22/10/2024 0:00;Solidago;Tinted Blue;70
22/10/2024 0:00;Solidago;Tinted Burgundy;4460
22/10/2024 0:00;Solidago;Tinted Orange;100
22/10/2024 0:00;Solidago;Tinted Purple;70
22/10/2024 0:00;Solidago;Tinted Red;70
22/10/2024 0:00;Solidago;Yellow;4200
22/10/2024 0:00;Sparkz;Burgundy;0
22/10/2024 0:00;Sparkz;DarkPink;600
22/10/2024 0:00;Sparkz;Novelty Burgundy;600
22/10/2024 0:00;Sparkz;Novelty Lavender;1800
22/10/2024 0:00;Sparkz;Novelty Purple;2400
22/10/2024 0:00;Sparkz;Purple;0
22/10/2024 0:00;Statice;Purple;5600
22/10/2024 0:00;Stock Spray;DarkPink;2000
22/10/2024 0:00;Stock Spray;Lavender;0
22/10/2024 0:00;Stock Spray;Pink;0
22/10/2024 0:00;Stock Spray;Purple;4750
22/10/2024 0:00;Stock Spray;White;250
22/10/2024 0:00;Stock Spray;Yellow;250
22/10/2024 0:00;Sunflowers;Yellow;6330
22/10/2024 0:00;Super Mums;White;200
22/10/2024 0:00;Super Mums;Yellow;300
22/10/2024 0:00;Sweet William;DarkPink;0
22/10/2024 0:00;Sweet William;Purple;0
22/10/2024 0:00;Treefern;Green;1000
22/10/2024 0:00;Veronica;Pink;0
22/10/2024 0:00;Veronica;Purple;0
22/10/2024 0:00;Veronica;White;0
22/10/2024 0:00;Veronica Spray;Pink;600
22/10/2024 0:00;Veronica Spray;Purple;600
22/10/2024 0:00;Veronica Spray;White;0
23/10/2024 0:00;Alstroemeria;Burgundy;800
23/10/2024 0:00;Alstroemeria;DarkPink;6000
23/10/2024 0:00;Alstroemeria;Green;0
23/10/2024 0:00;Alstroemeria;Lavender;2400
23/10/2024 0:00;Alstroemeria;Orange;6000
23/10/2024 0:00;Alstroemeria;Peach;400
23/10/2024 0:00;Alstroemeria;Pink;7600
23/10/2024 0:00;Alstroemeria;Purple;9200
23/10/2024 0:00;Alstroemeria;Red;4000
23/10/2024 0:00;Alstroemeria;White;3600
23/10/2024 0:00;Alstroemeria;Yellow;2000
23/10/2024 0:00;Carnation;DarkPink;1000
23/10/2024 0:00;Carnation;Green;500
23/10/2024 0:00;Carnation;Lavender;9000
23/10/2024 0:00;Carnation;Novelty Burgundy;4000
23/10/2024 0:00;Carnation;Novelty Lavender;500
23/10/2024 0:00;Carnation;Novelty Purple;5000
23/10/2024 0:00;Carnation;Orange;10000
23/10/2024 0:00;Carnation;Peach;2000
23/10/2024 0:00;Carnation;Purple;2000
23/10/2024 0:00;Carnation;Red;5500
23/10/2024 0:00;Carnation;White;500
23/10/2024 0:00;Carnation;Yellow;500
23/10/2024 0:00;Cocculus;Green;7200
23/10/2024 0:00;Cremon;Bronze;4720
23/10/2024 0:00;Cremon;Dark Bronze;1340
23/10/2024 0:00;Cremon;Light Bronze;4790
23/10/2024 0:00;Cremon;Novelty Lavender;1270
23/10/2024 0:00;Cremon;Peach;1650
23/10/2024 0:00;Cremon;Pink;400
23/10/2024 0:00;Cremon;Purple;470
23/10/2024 0:00;Cremon;Red;2770
23/10/2024 0:00;Cremon;White;10060
23/10/2024 0:00;Cremon;Yellow;1360
23/10/2024 0:00;Cushion;Assorted;750
23/10/2024 0:00;Cushion;Bronze;12790
23/10/2024 0:00;Cushion;Cream;6300
23/10/2024 0:00;Cushion;Dark Bronze;9150
23/10/2024 0:00;Cushion;Earth Tones;1750
23/10/2024 0:00;Cushion;Lavender;3570
23/10/2024 0:00;Cushion;Light Bronze;9510
23/10/2024 0:00;Cushion;Peach;2000
23/10/2024 0:00;Cushion;Pink;2400
23/10/2024 0:00;Cushion;Purple;5050
23/10/2024 0:00;Cushion;Red;16350
23/10/2024 0:00;Cushion;White;34164
23/10/2024 0:00;Cushion;Yellow;5310
23/10/2024 0:00;Daisy;Bicolor Bronze;6843
23/10/2024 0:00;Daisy;Bronze;17710
23/10/2024 0:00;Daisy;DarkPink;1390
23/10/2024 0:00;Daisy;Lavender;5390
23/10/2024 0:00;Daisy;Light Bronze;30150
23/10/2024 0:00;Daisy;Novelty Lavender;8756
23/10/2024 0:00;Daisy;Novelty Purple;5416
23/10/2024 0:00;Daisy;Novelty Yellow;8210
23/10/2024 0:00;Daisy;Orange;9600
23/10/2024 0:00;Daisy;Peach;3150
23/10/2024 0:00;Daisy;Pink;2300
23/10/2024 0:00;Daisy;Purple;6250
23/10/2024 0:00;Daisy;Red;6850
23/10/2024 0:00;Daisy;Tinted Assorted;450
23/10/2024 0:00;Daisy;White;750
23/10/2024 0:00;Daisy;Yellow;10
23/10/2024 0:00;Dianthus Ball;Burgundy;1500
23/10/2024 0:00;Dianthus Ball;DarkPink;300
23/10/2024 0:00;Dianthus Ball;Novelty Purple;0
23/10/2024 0:00;Dianthus Ball;Pink;0
23/10/2024 0:00;Dianthus Ball;Purple;900
23/10/2024 0:00;Dianthus Ball;White;0
23/10/2024 0:00;Eryngium;Blue;250
23/10/2024 0:00;Eryngium;Tinted Assorted;250
23/10/2024 0:00;Eucalyptus Baby Blue;Green;14000
23/10/2024 0:00;Eucalyptus Silver Dollar;Green;1000
23/10/2024 0:00;Gala Mum;Purple;350
23/10/2024 0:00;Gala Mum;Yellow;2250
23/10/2024 0:00;Green Ball;Green;3600
23/10/2024 0:00;Green Dragon (Lepidium);Green;1800
23/10/2024 0:00;Gypso;White;300
23/10/2024 0:00;Hybrid Lilies;DarkPink;1600
23/10/2024 0:00;Hybrid Lilies;Orange;1600
23/10/2024 0:00;Hybrid Lilies;Pink;200
23/10/2024 0:00;Hybrid Lilies;White;600
23/10/2024 0:00;Hydrangeas;Green;5400
23/10/2024 0:00;Hydrangeas;Tinted Blue;937
23/10/2024 0:00;Hydrangeas;Tinted Dark Pink;7
23/10/2024 0:00;Hydrangeas;Tinted Lavender;10
23/10/2024 0:00;Hydrangeas;Tinted Pink;78
23/10/2024 0:00;Hydrangeas;Tinted Purple;10
23/10/2024 0:00;Hydrangeas;Tinted Yellow;89
23/10/2024 0:00;Hydrangeas;White;261
23/10/2024 0:00;Hypericum;Green;1800
23/10/2024 0:00;Hypericum;Pink;1200
23/10/2024 0:00;Hypericum;Red;1440
23/10/2024 0:00;Matsumoto;DarkPink;300
23/10/2024 0:00;Matsumoto;Red;1800
23/10/2024 0:00;Micropompon Daisy;Lavender;8600
23/10/2024 0:00;Micropompon Daisy;Purple;9050
23/10/2024 0:00;Micropompon Daisy;Red;6000
23/10/2024 0:00;Micropompon Daisy;White;13500
23/10/2024 0:00;Micropompon Daisy;Yellow;1800
23/10/2024 0:00;Minicarnation;Burgundy;6000
23/10/2024 0:00;Minicarnation;DarkPink;5400
23/10/2024 0:00;Minicarnation;Green;600
23/10/2024 0:00;Minicarnation;Novelty Burgundy;1200
23/10/2024 0:00;Minicarnation;Novelty Pink;200
23/10/2024 0:00;Minicarnation;Novelty Purple;4200
23/10/2024 0:00;Minicarnation;Orange;18000
23/10/2024 0:00;Minicarnation;Purple;5400
23/10/2024 0:00;Minicarnation;White;1200
23/10/2024 0:00;Minikalas;Burgundy;900
23/10/2024 0:00;Minikalas;Purple;300
23/10/2024 0:00;Mum Ball;Bronze;50
23/10/2024 0:00;Mum Ball;Dark Bronze;100
23/10/2024 0:00;Mum Ball;Green;1050
23/10/2024 0:00;Mum Ball;Lavender;100
23/10/2024 0:00;Mum Ball;Orange;500
23/10/2024 0:00;Mum Ball;Pink;200
23/10/2024 0:00;Mum Ball;Purple;1350
23/10/2024 0:00;Mum Ball;Red;1800
23/10/2024 0:00;Mum Ball;Yellow;1300
23/10/2024 0:00;Novelty;Bronze;5800
23/10/2024 0:00;Novelty;Button Dark Bronze;5850
23/10/2024 0:00;Novelty;Button Green;21562
23/10/2024 0:00;Novelty;Button Purple;8100
23/10/2024 0:00;Novelty;Button White;4670
23/10/2024 0:00;Novelty;Button Yellow;7252
23/10/2024 0:00;Novelty;Dark Bronze;2100
23/10/2024 0:00;Novelty;Green;800
23/10/2024 0:00;Novelty;Lavender;2750
23/10/2024 0:00;Novelty;Light Bronze;5340
23/10/2024 0:00;Novelty;Pink;3350
23/10/2024 0:00;Novelty;Purple;910
23/10/2024 0:00;Novelty;Red;4650
23/10/2024 0:00;Novelty;White;2690
23/10/2024 0:00;Novelty;Yellow;4650
23/10/2024 0:00;Pin Cushion Protea;Orange;0
23/10/2024 0:00;Pine;Green;1400
23/10/2024 0:00;Pittosporum;Green;2400
23/10/2024 0:00;Robelina Palm;Green;4000
23/10/2024 0:00;Rose - Color;DarkPink;6192
23/10/2024 0:00;Rose - Color;Lavender;2016
23/10/2024 0:00;Rose - Color;Novelty Orange;576
23/10/2024 0:00;Rose - Color;Novelty Pink;2304
23/10/2024 0:00;Rose - Color;Orange;1008
23/10/2024 0:00;Rose - Color;Peach;1440
23/10/2024 0:00;Rose - Color;Pink;7632
23/10/2024 0:00;Rose - Color;White;2592
23/10/2024 0:00;Rose - Color;Yellow;4752
23/10/2024 0:00;Rose - Red;Red;13968
23/10/2024 0:00;Rose - Spray;DarkPink;300
23/10/2024 0:00;Rose - Spray;Green;0
23/10/2024 0:00;Rose - Spray;Lavender;0
23/10/2024 0:00;Rose - Spray;Novelty Orange;0
23/10/2024 0:00;Rose - Spray;Novelty Pink;0
23/10/2024 0:00;Rose - Spray;Orange;300
23/10/2024 0:00;Rose - Spray;Peach;0
23/10/2024 0:00;Rose - Spray;Pink;450
23/10/2024 0:00;Rose - Spray;Red;0
23/10/2024 0:00;Rose - Spray;White;0
23/10/2024 0:00;Rose - Spray;Yellow;750
23/10/2024 0:00;Ruscus;Green;5000
23/10/2024 0:00;Sinensis;Tinted Orange;1700
23/10/2024 0:00;Sinensis;Tinted Peach;50
23/10/2024 0:00;Sinensis;Tinted Yellow;300
23/10/2024 0:00;Sinensis;White;3000
23/10/2024 0:00;Snapdragon;DarkPink;0
23/10/2024 0:00;Snapdragon;Orange;0
23/10/2024 0:00;Snapdragon;Purple;0
23/10/2024 0:00;Snapdragon;White;0
23/10/2024 0:00;Snapdragon;Yellow;0
23/10/2024 0:00;Solidago;Tinted Blue;110
23/10/2024 0:00;Solidago;Tinted Burgundy;2550
23/10/2024 0:00;Solidago;Tinted Orange;170
23/10/2024 0:00;Solidago;Tinted Pink;110
23/10/2024 0:00;Solidago;Tinted Purple;110
23/10/2024 0:00;Solidago;Tinted Red;110
23/10/2024 0:00;Solidago;Yellow;7800
23/10/2024 0:00;Sparkz;Burgundy;0
23/10/2024 0:00;Sparkz;Novelty Burgundy;600
23/10/2024 0:00;Sparkz;Novelty Orange;1200
23/10/2024 0:00;Statice;Purple;6650
23/10/2024 0:00;Stock Spray;DarkPink;0
23/10/2024 0:00;Stock Spray;Lavender;0
23/10/2024 0:00;Stock Spray;Pink;0
23/10/2024 0:00;Stock Spray;Purple;4750
23/10/2024 0:00;Stock Spray;White;0
23/10/2024 0:00;Stock Spray;Yellow;2500
23/10/2024 0:00;Sunflowers;Yellow;5000
23/10/2024 0:00;Super Mums;White;2400
23/10/2024 0:00;Super Mums;Yellow;10
23/10/2024 0:00;Veronica Spray;Pink;0
23/10/2024 0:00;Veronica Spray;Purple;0
24/10/2024 0:00;Alstroemeria;Burgundy;0
24/10/2024 0:00;Alstroemeria;DarkPink;6000
24/10/2024 0:00;Alstroemeria;Green;0
24/10/2024 0:00;Alstroemeria;Lavender;2800
24/10/2024 0:00;Alstroemeria;Orange;6400
24/10/2024 0:00;Alstroemeria;Peach;1600
24/10/2024 0:00;Alstroemeria;Pink;3600
24/10/2024 0:00;Alstroemeria;Purple;5200
24/10/2024 0:00;Alstroemeria;Red;4800
24/10/2024 0:00;Alstroemeria;White;6800
24/10/2024 0:00;Alstroemeria;Yellow;5600
24/10/2024 0:00;Carnation;Assorted;0
24/10/2024 0:00;Carnation;Burgundy;3000
24/10/2024 0:00;Carnation;DarkPink;8000
24/10/2024 0:00;Carnation;Earth Tones;1500
24/10/2024 0:00;Carnation;Green;0
24/10/2024 0:00;Carnation;Lavender;2500
24/10/2024 0:00;Carnation;Mauve;500
24/10/2024 0:00;Carnation;Novelty Burgundy;2000
24/10/2024 0:00;Carnation;Novelty Lavender;500
24/10/2024 0:00;Carnation;Novelty Pink;1500
24/10/2024 0:00;Carnation;Novelty Purple;1500
24/10/2024 0:00;Carnation;Novelty Red;0
24/10/2024 0:00;Carnation;Novelty Yellow;1500
24/10/2024 0:00;Carnation;Orange;10500
24/10/2024 0:00;Carnation;Peach;2000
24/10/2024 0:00;Carnation;Peppermint;0
24/10/2024 0:00;Carnation;Pink;12000
24/10/2024 0:00;Carnation;Purple;6000
24/10/2024 0:00;Carnation;Red;15500
24/10/2024 0:00;Carnation;White;11500
24/10/2024 0:00;Carnation;Yellow;8000
24/10/2024 0:00;Cocculus;Green;4300
24/10/2024 0:00;Cremon;Assorted;2200
24/10/2024 0:00;Cremon;Bronze;1500
24/10/2024 0:00;Cremon;Green;220
24/10/2024 0:00;Cremon;Lavender;550
24/10/2024 0:00;Cremon;Light Bronze;10310
24/10/2024 0:00;Cremon;Novelty Lavender;700
24/10/2024 0:00;Cremon;Peach;750
24/10/2024 0:00;Cremon;Pink;10
24/10/2024 0:00;Cremon;Red;4790
24/10/2024 0:00;Cremon;White;3080
24/10/2024 0:00;Cremon;Yellow;7050
24/10/2024 0:00;Cushion;Assorted;1550
24/10/2024 0:00;Cushion;Bronze;15850
24/10/2024 0:00;Cushion;Cream;14050
24/10/2024 0:00;Cushion;Dark Bronze;11800
24/10/2024 0:00;Cushion;Earth Tones;1300
24/10/2024 0:00;Cushion;Green;4800
24/10/2024 0:00;Cushion;Lavender;8170
24/10/2024 0:00;Cushion;Light Bronze;6400
24/10/2024 0:00;Cushion;Peach;4050
24/10/2024 0:00;Cushion;Pink;1900
24/10/2024 0:00;Cushion;Purple;6750
24/10/2024 0:00;Cushion;Red;7410
24/10/2024 0:00;Cushion;White;12650
24/10/2024 0:00;Cushion;Yellow;14240
24/10/2024 0:00;Daisy;Bicolor Bronze;15600
24/10/2024 0:00;Daisy;Bronze;21700
24/10/2024 0:00;Daisy;DarkPink;1200
24/10/2024 0:00;Daisy;Lavender;1580
24/10/2024 0:00;Daisy;Light Bronze;10150
24/10/2024 0:00;Daisy;Novelty Lavender;950
24/10/2024 0:00;Daisy;Novelty Purple;5050
24/10/2024 0:00;Daisy;Novelty Yellow;13750
24/10/2024 0:00;Daisy;Orange;10050
24/10/2024 0:00;Daisy;Peach;1500
24/10/2024 0:00;Daisy;Pink;900
24/10/2024 0:00;Daisy;Purple;12380
24/10/2024 0:00;Daisy;Red;20540
24/10/2024 0:00;Daisy;Tinted Assorted;1200
24/10/2024 0:00;Daisy;White;4050
24/10/2024 0:00;Daisy;Yellow;3100
24/10/2024 0:00;Dianthus Ball;Burgundy;1500
24/10/2024 0:00;Dianthus Ball;DarkPink;900
24/10/2024 0:00;Dianthus Ball;Novelty Purple;0
24/10/2024 0:00;Dianthus Ball;Pink;0
24/10/2024 0:00;Dianthus Ball;Purple;600
24/10/2024 0:00;Dianthus Ball;White;0
24/10/2024 0:00;Eryngium;Blue;600
24/10/2024 0:00;Eryngium;Tinted Assorted;300
24/10/2024 0:00;Eucalyptus Baby Blue;Green;13000
24/10/2024 0:00;Gala Mum;Lavender;7340
24/10/2024 0:00;Gala Mum;White;1200
24/10/2024 0:00;Gala Mum;Yellow;1750
24/10/2024 0:00;Green Ball;Green;3600
24/10/2024 0:00;Green Dragon (Lepidium);Green;5800
24/10/2024 0:00;Gypso;White;0
24/10/2024 0:00;Hybrid Lilies;DarkPink;600
24/10/2024 0:00;Hybrid Lilies;Orange;1600
24/10/2024 0:00;Hydrangeas;Green;600
24/10/2024 0:00;Hydrangeas;Tinted Blue;230
24/10/2024 0:00;Hydrangeas;Tinted Yellow;27
24/10/2024 0:00;Hypericum;Green;2000
24/10/2024 0:00;Hypericum;Pink;9000
24/10/2024 0:00;Hypericum;Red;2500
24/10/2024 0:00;Iconfetti;DarkPink;1560
24/10/2024 0:00;Iconfetti;Light Bronze;6000
24/10/2024 0:00;Iconfetti;White;2170
24/10/2024 0:00;Iconfetti;Yellow;6240
24/10/2024 0:00;Limonium;Blue;2100
