Date;Flower;Color;Units Selection
18/11/2024 0:00;Gala Mum;Lavender;2550
18/11/2024 0:00;Gala Mum;Pink;900
18/11/2024 0:00;Gala Mum;Purple;1450
18/11/2024 0:00;Gala Mum;White;1900
18/11/2024 0:00;Gala Mum;Yellow;5950
18/11/2024 0:00;Green Ball;Green;600
18/11/2024 0:00;Green Dragon (Lepidium);Green;5000
18/11/2024 0:00;Hybrid Lilies;DarkPink;400
18/11/2024 0:00;Hybrid Lilies;White;5200
18/11/2024 0:00;Hybrid Lilies;Yellow;400
18/11/2024 0:00;Hydrangeas;Green;13050
18/11/2024 0:00;Hydrangeas;Tinted Antique;1356
18/11/2024 0:00;Hydrangeas;Tinted Blue;236
18/11/2024 0:00;Hydrangeas;Tinted Lavender;81
18/11/2024 0:00;Hydrangeas;White;96
18/11/2024 0:00;Iconfetti;Lavender;3180
18/11/2024 0:00;Iconfetti;White;1500
18/11/2024 0:00;Iconfetti;Yellow;20
18/11/2024 0:00;Liriope;Green;1600
18/11/2024 0:00;Matsumoto;DarkPink;2100
18/11/2024 0:00;Matsumoto;Purple;3000
18/11/2024 0:00;Micropompon Button;Pink;9850
18/11/2024 0:00;Micropompon Button;Purple;10500
18/11/2024 0:00;Micropompon Button;White;3400
18/11/2024 0:00;Micropompon Button;Yellow;4050
18/11/2024 0:00;Micropompon Daisy;Green;10050
18/11/2024 0:00;Micropompon Daisy;Lavender;14150
18/11/2024 0:00;Micropompon Daisy;Purple;10
18/11/2024 0:00;Micropompon Daisy;Yellow;150
18/11/2024 0:00;Minicarnation;Green;3000
18/11/2024 0:00;Mum Ball;Green;4645
18/11/2024 0:00;Mum Ball;Lavender;4100
18/11/2024 0:00;Mum Ball;Pink;600
18/11/2024 0:00;Mum Ball;Purple;1695
18/11/2024 0:00;Mum Ball;Red;900
18/11/2024 0:00;Mum Ball;White;1200
18/11/2024 0:00;Mum Ball;Yellow;3480
18/11/2024 0:00;Novelty;Button Green;10272
18/11/2024 0:00;Novelty;Button Lavender;112
18/11/2024 0:00;Novelty;Button Purple;8400
18/11/2024 0:00;Novelty;Button White;950
18/11/2024 0:00;Novelty;Button Yellow;1850
18/11/2024 0:00;Novelty;Lavender;8300
18/11/2024 0:00;Novelty;Pink;3150
18/11/2024 0:00;Novelty;Purple;2500
18/11/2024 0:00;Novelty;White;11000
18/11/2024 0:00;Novelty;Yellow;4650
18/11/2024 0:00;Rose - Spray;DarkPink;600
18/11/2024 0:00;Rose - Spray;Green;0
18/11/2024 0:00;Rose - Spray;Novelty Orange;300
18/11/2024 0:00;Rose - Spray;Orange;4050
18/11/2024 0:00;Rose - Spray;Peach;0
18/11/2024 0:00;Rose - Spray;Pink;450
18/11/2024 0:00;Rose - Spray;Red;300
18/11/2024 0:00;Rose - Spray;White;150
18/11/2024 0:00;Rose - Spray;Yellow;150
18/11/2024 0:00;Ruscus;Green;10000
18/11/2024 0:00;Ruscus;Tinted Dusty;750
18/11/2024 0:00;Ruscus;Tinted Gold;5000
18/11/2024 0:00;Sinensis;Tinted Pink;200
18/11/2024 0:00;Sinensis;White;1000
18/11/2024 0:00;Solidago;Tinted Blue;130
18/11/2024 0:00;Solidago;Tinted Orange;320
18/11/2024 0:00;Solidago;Tinted Pink;130
18/11/2024 0:00;Solidago;Tinted Purple;130
18/11/2024 0:00;Solidago;Tinted Red;300
18/11/2024 0:00;Solidago;Yellow;2750
18/11/2024 0:00;Stock Spray;DarkPink;1000
18/11/2024 0:00;Stock Spray;Purple;500
18/11/2024 0:00;Stock Spray;White;500
18/11/2024 0:00;Sunflowers;Yellow;5600
18/11/2024 0:00;Super Mums;White;3320
19/11/2024 0:00;Alstroemeria;DarkPink;2000
19/11/2024 0:00;Alstroemeria;Lavender;2000
19/11/2024 0:00;Alstroemeria;Orange;2000
19/11/2024 0:00;Alstroemeria;Red;2000
19/11/2024 0:00;Alstroemeria;White;2000
19/11/2024 0:00;Carnation;Burgundy;2500
19/11/2024 0:00;Carnation;DarkPink;1500
19/11/2024 0:00;Carnation;Earth Tones;500
19/11/2024 0:00;Carnation;Green;1500
19/11/2024 0:00;Carnation;Lavender;1500
19/11/2024 0:00;Carnation;Mauve;500
19/11/2024 0:00;Carnation;Novelty Burgundy;2000
19/11/2024 0:00;Carnation;Novelty Pink;2000
19/11/2024 0:00;Carnation;Novelty Purple;3000
19/11/2024 0:00;Carnation;Novelty Red;500
19/11/2024 0:00;Carnation;Novelty Yellow;500
19/11/2024 0:00;Carnation;Orange;9500
19/11/2024 0:00;Carnation;Peach;1500
19/11/2024 0:00;Carnation;Peppermint;7500
19/11/2024 0:00;Carnation;Pink;8500
19/11/2024 0:00;Carnation;Purple;5500
19/11/2024 0:00;Carnation;Red;32000
19/11/2024 0:00;Carnation;White;14000
19/11/2024 0:00;Carnation;Yellow;4500
19/11/2024 0:00;Cocculus;Green;6900
19/11/2024 0:00;Cremon;Assorted;900
19/11/2024 0:00;Cremon;Dark Bronze;30
19/11/2024 0:00;Cremon;Green;9030
19/11/2024 0:00;Cremon;Lavender;4500
19/11/2024 0:00;Cremon;Novelty Lavender;1800
19/11/2024 0:00;Cremon;Peach;2200
19/11/2024 0:00;Cremon;Pink;3190
19/11/2024 0:00;Cremon;Purple;1500
19/11/2024 0:00;Cremon;Red;30
19/11/2024 0:00;Cremon;White;9550
19/11/2024 0:00;Cremon;Yellow;2200
19/11/2024 0:00;Cushion;Assorted;11350
19/11/2024 0:00;Cushion;Cream;150
19/11/2024 0:00;Cushion;Earth Tones;1800
19/11/2024 0:00;Cushion;Green;5834
19/11/2024 0:00;Cushion;Lavender;19705
19/11/2024 0:00;Cushion;Peach;4440
19/11/2024 0:00;Cushion;Pink;1141
19/11/2024 0:00;Cushion;Purple;5899
19/11/2024 0:00;Cushion;White;39779
19/11/2024 0:00;Cushion;Yellow;7430
19/11/2024 0:00;Daisy;Bronze;56
19/11/2024 0:00;Daisy;DarkPink;663
19/11/2024 0:00;Daisy;Green;550
19/11/2024 0:00;Daisy;Lavender;8059
19/11/2024 0:00;Daisy;Novelty Lavender;13300
19/11/2024 0:00;Daisy;Novelty Purple;8364
19/11/2024 0:00;Daisy;Novelty Yellow;3378
19/11/2024 0:00;Daisy;Peach;4662
19/11/2024 0:00;Daisy;Pink;1600
19/11/2024 0:00;Daisy;Purple;5460
19/11/2024 0:00;Daisy;Red;4450
19/11/2024 0:00;Daisy;White;76860
19/11/2024 0:00;Daisy;Yellow;16970
19/11/2024 0:00;Delphinium Spray;Blue;1800
19/11/2024 0:00;Eucalyptus Baby Blue;Green;7010
19/11/2024 0:00;Gala Mum;Lavender;4500
19/11/2024 0:00;Gala Mum;Pink;150
19/11/2024 0:00;Gala Mum;Purple;300
19/11/2024 0:00;Gala Mum;White;3010
19/11/2024 0:00;Gala Mum;Yellow;750
19/11/2024 0:00;Green Dragon (Lepidium);Green;30
19/11/2024 0:00;Hybrid Lilies;DarkPink;800
19/11/2024 0:00;Hybrid Lilies;Pink;2000
19/11/2024 0:00;Hybrid Lilies;White;3000
19/11/2024 0:00;Hybrid Lilies;Yellow;2000
19/11/2024 0:00;Hydrangeas;Green;3444
19/11/2024 0:00;Hydrangeas;Tinted Antique;1480
19/11/2024 0:00;Hydrangeas;Tinted Blue;454
19/11/2024 0:00;Hydrangeas;Tinted Lavender;198
19/11/2024 0:00;Hydrangeas;Tinted Orange;3
19/11/2024 0:00;Hydrangeas;Tinted Pink;87
19/11/2024 0:00;Hydrangeas;Tinted Yellow;3
19/11/2024 0:00;Hydrangeas;White;129
19/11/2024 0:00;Hypericum;Green;1440
19/11/2024 0:00;Hypericum;Pink;1500
19/11/2024 0:00;Hypericum;Red;18960
19/11/2024 0:00;Hypericum;White;760
19/11/2024 0:00;Iconfetti;DarkPink;2980
19/11/2024 0:00;Iconfetti;Lavender;450
19/11/2024 0:00;Iconfetti;White;160
19/11/2024 0:00;Kale;Purple;1000
19/11/2024 0:00;Liatris;Purple;90
19/11/2024 0:00;Limonium;Blue;3300
19/11/2024 0:00;Limonium;White;2700
19/11/2024 0:00;Matsumoto;DarkPink;5110
19/11/2024 0:00;Matsumoto;Purple;2710
19/11/2024 0:00;Matsumoto;Red;3900
19/11/2024 0:00;Micropompon Daisy;Green;120
19/11/2024 0:00;Micropompon Daisy;Purple;3510
19/11/2024 0:00;Micropompon Daisy;White;1340
19/11/2024 0:00;Micropompon Daisy;Yellow;6600
19/11/2024 0:00;Minicarnation;Burgundy;4200
19/11/2024 0:00;Minicarnation;DarkPink;14400
19/11/2024 0:00;Minicarnation;Earth Tones;600
19/11/2024 0:00;Minicarnation;Green;10200
19/11/2024 0:00;Minicarnation;Lavender;0
19/11/2024 0:00;Minicarnation;Novelty Burgundy;1200
19/11/2024 0:00;Minicarnation;Novelty Pink;0
19/11/2024 0:00;Minicarnation;Novelty Purple;1200
19/11/2024 0:00;Minicarnation;Novelty Red;1800
19/11/2024 0:00;Minicarnation;Novelty Yellow;0
19/11/2024 0:00;Minicarnation;Orange;10200
19/11/2024 0:00;Minicarnation;Peppermint;13200
19/11/2024 0:00;Minicarnation;Pink;15600
19/11/2024 0:00;Minicarnation;Purple;2400
19/11/2024 0:00;Minicarnation;Red;37200
19/11/2024 0:00;Minicarnation;White;6000
19/11/2024 0:00;Minicarnation;Yellow;2400
19/11/2024 0:00;Minikalas;Burgundy;1100
19/11/2024 0:00;Mum Ball;Green;2950
19/11/2024 0:00;Mum Ball;Lavender;1550
19/11/2024 0:00;Mum Ball;Purple;3950
19/11/2024 0:00;Mum Ball;Red;800
19/11/2024 0:00;Mum Ball;White;200
19/11/2024 0:00;Mum Ball;Yellow;2545
19/11/2024 0:00;Novelty;Button Green;42501
19/11/2024 0:00;Novelty;Button Purple;2950
19/11/2024 0:00;Novelty;Button Yellow;1490
19/11/2024 0:00;Novelty;Lavender;4420
19/11/2024 0:00;Novelty;Purple;1450
19/11/2024 0:00;Novelty;Red;4450
19/11/2024 0:00;Novelty;White;720
19/11/2024 0:00;Novelty;Yellow;450
19/11/2024 0:00;Pin Cushion Protea;Orange;0
19/11/2024 0:00;Pine;Green;4100
19/11/2024 0:00;Pittosporum;Green;5400
19/11/2024 0:00;Protea;Red;350
19/11/2024 0:00;Robelina Palm;Green;1500
19/11/2024 0:00;Rose - Color;DarkPink;11232
19/11/2024 0:00;Rose - Color;Green;0
19/11/2024 0:00;Rose - Color;Lavender;4032
19/11/2024 0:00;Rose - Color;Novelty Orange;576
19/11/2024 0:00;Rose - Color;Novelty Pink;1584
19/11/2024 0:00;Rose - Color;Novelty Red;0
19/11/2024 0:00;Rose - Color;Orange;5616
19/11/2024 0:00;Rose - Color;Peach;1728
19/11/2024 0:00;Rose - Color;Pink;4464
19/11/2024 0:00;Rose - Color;White;3600
19/11/2024 0:00;Rose - Color;Yellow;720
19/11/2024 0:00;Rose - Red;Red;82512
19/11/2024 0:00;Rose - Spray;DarkPink;2100
19/11/2024 0:00;Rose - Spray;Green;150
19/11/2024 0:00;Rose - Spray;Lavender;750
19/11/2024 0:00;Rose - Spray;Novelty Orange;0
19/11/2024 0:00;Rose - Spray;Novelty Pink;1500
19/11/2024 0:00;Rose - Spray;Orange;10050
19/11/2024 0:00;Rose - Spray;Peach;300
19/11/2024 0:00;Rose - Spray;Pink;3000
19/11/2024 0:00;Rose - Spray;Red;3000
19/11/2024 0:00;Rose - Spray;White;4200
19/11/2024 0:00;Rose - Spray;Yellow;3600
19/11/2024 0:00;Ruscus;Green;10050
19/11/2024 0:00;Ruscus;Tinted Burgundy;4000
19/11/2024 0:00;Ruscus;Tinted Gold;5000
19/11/2024 0:00;Solidago;Tinted Blue;140
19/11/2024 0:00;Solidago;Tinted Pink;140
19/11/2024 0:00;Solidago;Tinted Purple;140
19/11/2024 0:00;Solidago;Yellow;10
19/11/2024 0:00;Sparkz;Burgundy;0
19/11/2024 0:00;Sparkz;DarkPink;600
19/11/2024 0:00;Sparkz;Earth Tones;0
19/11/2024 0:00;Sparkz;Mauve;0
19/11/2024 0:00;Sparkz;Novelty Burgundy;1800
19/11/2024 0:00;Sparkz;Novelty Lavender;1800
19/11/2024 0:00;Sparkz;Novelty Orange;600
19/11/2024 0:00;Sparkz;Novelty Purple;1800
19/11/2024 0:00;Sparkz;Novelty Yellow;0
19/11/2024 0:00;Sparkz;Purple;0
19/11/2024 0:00;Spider;Green;70
19/11/2024 0:00;Spider;Lavender;140
19/11/2024 0:00;Spider;White;100
19/11/2024 0:00;Spider;Yellow;140
19/11/2024 0:00;Sunflowers;Yellow;5600
19/11/2024 0:00;Super Mums;Pink;300
19/11/2024 0:00;Veronica;Pink;0
19/11/2024 0:00;Veronica;Purple;0
19/11/2024 0:00;Veronica;White;0
19/11/2024 0:00;Veronica Spray;Pink;1000
19/11/2024 0:00;Veronica Spray;Purple;400
20/11/2024 0:00;Alstroemeria;Burgundy;0
20/11/2024 0:00;Alstroemeria;DarkPink;11200
20/11/2024 0:00;Alstroemeria;Green;0
20/11/2024 0:00;Alstroemeria;Lavender;2000
20/11/2024 0:00;Alstroemeria;Orange;10800
20/11/2024 0:00;Alstroemeria;Peach;2800
20/11/2024 0:00;Alstroemeria;Pink;8000
20/11/2024 0:00;Alstroemeria;Purple;11200
20/11/2024 0:00;Alstroemeria;Red;5600
20/11/2024 0:00;Alstroemeria;White;14000
20/11/2024 0:00;Alstroemeria;Yellow;9200
20/11/2024 0:00;Aralia;Green;0
20/11/2024 0:00;Carnation;DarkPink;8000
20/11/2024 0:00;Carnation;Green;500
20/11/2024 0:00;Carnation;Mauve;1000
20/11/2024 0:00;Carnation;Novelty Lavender;0
20/11/2024 0:00;Carnation;Novelty Pink;500
20/11/2024 0:00;Carnation;Novelty Purple;1500
20/11/2024 0:00;Carnation;Novelty Red;500
20/11/2024 0:00;Carnation;Novelty Yellow;1000
20/11/2024 0:00;Carnation;Orange;2000
20/11/2024 0:00;Carnation;Peppermint;0
20/11/2024 0:00;Carnation;Red;10000
20/11/2024 0:00;Cremon;Assorted;1550
20/11/2024 0:00;Cremon;Green;21090
20/11/2024 0:00;Cremon;Lavender;20
20/11/2024 0:00;Cremon;Novelty Lavender;10
20/11/2024 0:00;Cremon;Peach;1550
20/11/2024 0:00;Cremon;Pink;200
20/11/2024 0:00;Cremon;Purple;1260
20/11/2024 0:00;Cremon;White;3190
20/11/2024 0:00;Cremon;Yellow;300
20/11/2024 0:00;Cushion;Earth Tones;960
20/11/2024 0:00;Cushion;Green;3690
20/11/2024 0:00;Cushion;Lavender;14004
20/11/2024 0:00;Cushion;Peach;1000
20/11/2024 0:00;Cushion;Pink;2480
20/11/2024 0:00;Cushion;Purple;5800
20/11/2024 0:00;Cushion;Red;1000
20/11/2024 0:00;Cushion;Tinted Assorted;3850
20/11/2024 0:00;Cushion;White;47449
20/11/2024 0:00;Cushion;Yellow;8340
20/11/2024 0:00;Daisy;DarkPink;1290
20/11/2024 0:00;Daisy;Lavender;14326
20/11/2024 0:00;Daisy;Novelty Lavender;25100
20/11/2024 0:00;Daisy;Novelty Purple;4400
20/11/2024 0:00;Daisy;Novelty Yellow;6050
20/11/2024 0:00;Daisy;Peach;2582
20/11/2024 0:00;Daisy;Pink;941
20/11/2024 0:00;Daisy;Purple;6245
20/11/2024 0:00;Daisy;Red;4260
20/11/2024 0:00;Daisy;Tinted Assorted;3950
20/11/2024 0:00;Daisy;White;38160
20/11/2024 0:00;Daisy;Yellow;7203
20/11/2024 0:00;Dianthus Ball;Burgundy;4500
20/11/2024 0:00;Dianthus Ball;DarkPink;1200
20/11/2024 0:00;Dianthus Ball;Novelty Purple;2100
20/11/2024 0:00;Dianthus Ball;Pink;0
20/11/2024 0:00;Dianthus Ball;Purple;0
20/11/2024 0:00;Dianthus Ball;White;0
20/11/2024 0:00;Eryngium;Blue;0
20/11/2024 0:00;Eucalyptus;Green;2000
20/11/2024 0:00;Eucalyptus Baby Blue;Green;9210
20/11/2024 0:00;Eucalyptus Silver Dollar;Green;2000
20/11/2024 0:00;Gala Mum;Lavender;6510
20/11/2024 0:00;Gala Mum;Yellow;6720
20/11/2024 0:00;Green Ball;Green;10200
20/11/2024 0:00;Green Dragon (Lepidium);Green;6500
20/11/2024 0:00;Gypso;White;3600
20/11/2024 0:00;Hybrid Lilies;DarkPink;300
20/11/2024 0:00;Hybrid Lilies;Orange;5400
20/11/2024 0:00;Hybrid Lilies;Pink;1950
20/11/2024 0:00;Hybrid Lilies;White;6000
20/11/2024 0:00;Hybrid Lilies;Yellow;1650
20/11/2024 0:00;Hydrangeas;Blue;10
20/11/2024 0:00;Hydrangeas;Green;5510
20/11/2024 0:00;Hydrangeas;Tinted Antique;1456
20/11/2024 0:00;Hydrangeas;Tinted Dark Pink;5
20/11/2024 0:00;Hydrangeas;Tinted Lavender;239
20/11/2024 0:00;Hydrangeas;White;74
20/11/2024 0:00;Hypericum;Green;0
20/11/2024 0:00;Hypericum;Pink;0
20/11/2024 0:00;Hypericum;Red;0
20/11/2024 0:00;Iconfetti;White;5420
20/11/2024 0:00;Kale;Cream;70
20/11/2024 0:00;Kale;Purple;200
20/11/2024 0:00;Limonium;Blue;4200
20/11/2024 0:00;Liriope;Green;0
20/11/2024 0:00;Matsumoto;DarkPink;2100
20/11/2024 0:00;Matsumoto;Purple;3000
20/11/2024 0:00;Matsumoto;Red;3900
20/11/2024 0:00;Micropompon Button;Purple;30
20/11/2024 0:00;Micropompon Button;White;300
20/11/2024 0:00;Micropompon Button;Yellow;130
20/11/2024 0:00;Micropompon Daisy;Green;12200
20/11/2024 0:00;Micropompon Daisy;Purple;0
20/11/2024 0:00;Micropompon Daisy;White;0
20/11/2024 0:00;Micropompon Daisy;Yellow;1700
20/11/2024 0:00;Minicarnation;White;0
20/11/2024 0:00;Mum Ball;Green;2795
20/11/2024 0:00;Mum Ball;Lavender;560
20/11/2024 0:00;Mum Ball;Purple;10
20/11/2024 0:00;Mum Ball;Red;150
20/11/2024 0:00;Mum Ball;White;710
20/11/2024 0:00;Mum Ball;Yellow;950
20/11/2024 0:00;Novelty;Button Assorted;600
20/11/2024 0:00;Novelty;Button Green;23867
20/11/2024 0:00;Novelty;Button Lavender;162
20/11/2024 0:00;Novelty;Button Purple;3426
20/11/2024 0:00;Novelty;Button White;550
20/11/2024 0:00;Novelty;Button Yellow;1806
20/11/2024 0:00;Novelty;Green;0
20/11/2024 0:00;Novelty;Lavender;3040
20/11/2024 0:00;Novelty;Pink;1600
20/11/2024 0:00;Novelty;Purple;510
20/11/2024 0:00;Novelty;Red;2100
20/11/2024 0:00;Novelty;White;1070
20/11/2024 0:00;Novelty;Yellow;420
20/11/2024 0:00;Oriental Lilies;Pink;200
20/11/2024 0:00;Oriental Lilies;White;200
20/11/2024 0:00;Pine;Green;0
20/11/2024 0:00;Pittosporum;Green;2000
20/11/2024 0:00;Robelina Palm;Green;3000
20/11/2024 0:00;Rose - Red;Red;6048
20/11/2024 0:00;Rose - Spray;DarkPink;300
20/11/2024 0:00;Rose - Spray;Green;200
20/11/2024 0:00;Rose - Spray;Peach;50
20/11/2024 0:00;Rose - Spray;Pink;3000
20/11/2024 0:00;Rose - Spray;Red;0
20/11/2024 0:00;Ruscus;Green;10020
20/11/2024 0:00;Ruscus;Tinted Burgundy;3000
20/11/2024 0:00;Ruscus;Tinted Gold;5000
20/11/2024 0:00;Ruscus;Tinted Silver;2100
20/11/2024 0:00;Scabiosa;Purple;0
20/11/2024 0:00;Sinensis;Tinted Pink;70
20/11/2024 0:00;Sinensis;Tinted Red;890
20/11/2024 0:00;Sinensis;White;8000
20/11/2024 0:00;Solidago;Tinted Blue;140
20/11/2024 0:00;Solidago;Tinted Orange;90
20/11/2024 0:00;Solidago;Tinted Purple;80
20/11/2024 0:00;Solidago;Tinted Red;390
20/11/2024 0:00;Solidago;Yellow;510
20/11/2024 0:00;Statice;Purple;7000
20/11/2024 0:00;Stock Spray;DarkPink;4750
20/11/2024 0:00;Stock Spray;Lavender;2000
20/11/2024 0:00;Stock Spray;Pink;1000
20/11/2024 0:00;Stock Spray;Purple;7500
20/11/2024 0:00;Stock Spray;White;10000
20/11/2024 0:00;Stock Spray;Yellow;2500
20/11/2024 0:00;Sunflowers;Yellow;2800
20/11/2024 0:00;Super Mums;White;1800
20/11/2024 0:00;Sweet William;DarkPink;0
20/11/2024 0:00;Sweet William;Purple;800
20/11/2024 0:00;Treefern;Green;120
20/11/2024 0:00;Veronica Spray;Purple;0
21/11/2024 0:00;Alstroemeria;Burgundy;400
21/11/2024 0:00;Alstroemeria;DarkPink;5600
21/11/2024 0:00;Alstroemeria;Green;0
21/11/2024 0:00;Alstroemeria;Lavender;2800
21/11/2024 0:00;Alstroemeria;Orange;5200
21/11/2024 0:00;Alstroemeria;Peach;800
21/11/2024 0:00;Alstroemeria;Pink;1600
21/11/2024 0:00;Alstroemeria;Purple;8000
21/11/2024 0:00;Alstroemeria;Red;3600
21/11/2024 0:00;Alstroemeria;White;7200
21/11/2024 0:00;Alstroemeria;Yellow;0
21/11/2024 0:00;Carnation;Burgundy;1500
21/11/2024 0:00;Carnation;DarkPink;4500
21/11/2024 0:00;Carnation;Earth Tones;500
21/11/2024 0:00;Carnation;Green;1500
21/11/2024 0:00;Carnation;Lavender;1500
21/11/2024 0:00;Carnation;Mauve;500
21/11/2024 0:00;Carnation;Novelty Burgundy;1000
21/11/2024 0:00;Carnation;Novelty Lavender;500
21/11/2024 0:00;Carnation;Novelty Pink;1000
21/11/2024 0:00;Carnation;Novelty Purple;1000
21/11/2024 0:00;Carnation;Novelty Red;500
21/11/2024 0:00;Carnation;Novelty Yellow;500
21/11/2024 0:00;Carnation;Orange;5000
21/11/2024 0:00;Carnation;Peach;1500
21/11/2024 0:00;Carnation;Peppermint;0
21/11/2024 0:00;Carnation;Pink;7500
21/11/2024 0:00;Carnation;Purple;3000
21/11/2024 0:00;Carnation;Red;16000
21/11/2024 0:00;Carnation;White;0
21/11/2024 0:00;Carnation;Yellow;3500
21/11/2024 0:00;Cocculus;Green;5100
21/11/2024 0:00;Cremon;Assorted;1000
21/11/2024 0:00;Cremon;Lavender;1950
21/11/2024 0:00;Cremon;Novelty Lavender;600
21/11/2024 0:00;Cremon;Peach;1150
21/11/2024 0:00;Cremon;Pink;600
21/11/2024 0:00;Cremon;Purple;8220
21/11/2024 0:00;Cremon;White;4700
21/11/2024 0:00;Cremon;Yellow;50
21/11/2024 0:00;Cushion;Assorted;10050
21/11/2024 0:00;Cushion;Earth Tones;650
21/11/2024 0:00;Cushion;Green;7300
21/11/2024 0:00;Cushion;Lavender;7821
21/11/2024 0:00;Cushion;Peach;1150
21/11/2024 0:00;Cushion;Pink;8650
21/11/2024 0:00;Cushion;Purple;8000
21/11/2024 0:00;Cushion;White;22075
21/11/2024 0:00;Cushion;Yellow;14250
21/11/2024 0:00;Daisy;DarkPink;5800
21/11/2024 0:00;Daisy;Green;680
21/11/2024 0:00;Daisy;Lavender;4575
21/11/2024 0:00;Daisy;Novelty Lavender;48870
21/11/2024 0:00;Daisy;Novelty Purple;4650
21/11/2024 0:00;Daisy;Novelty Yellow;5190
21/11/2024 0:00;Daisy;Peach;4150
21/11/2024 0:00;Daisy;Pink;2350
21/11/2024 0:00;Daisy;Purple;9000
21/11/2024 0:00;Daisy;Tinted Assorted;8150
21/11/2024 0:00;Daisy;White;23930
21/11/2024 0:00;Daisy;Yellow;13700
21/11/2024 0:00;Dianthus Ball;Burgundy;1500
21/11/2024 0:00;Dianthus Ball;DarkPink;600
21/11/2024 0:00;Dianthus Ball;Novelty Purple;600
21/11/2024 0:00;Dianthus Ball;Pink;0
21/11/2024 0:00;Dianthus Ball;Purple;0
21/11/2024 0:00;Dianthus Ball;White;0
21/11/2024 0:00;Eucalyptus Baby Blue;Green;10700
21/11/2024 0:00;Gala Mum;Purple;3550
21/11/2024 0:00;Gala Mum;White;100
21/11/2024 0:00;Green Ball;Green;5100
21/11/2024 0:00;Green Dragon (Lepidium);Green;1500
21/11/2024 0:00;Gypso;White;5400
21/11/2024 0:00;Hybrid Lilies;DarkPink;750
21/11/2024 0:00;Hybrid Lilies;Orange;1500
21/11/2024 0:00;Hybrid Lilies;Pink;750
21/11/2024 0:00;Hybrid Lilies;White;3000
21/11/2024 0:00;Hybrid Lilies;Yellow;750
21/11/2024 0:00;Hydrangeas;Green;5100
21/11/2024 0:00;Hydrangeas;Tinted Blue;167
21/11/2024 0:00;Iconfetti;White;1050
21/11/2024 0:00;Iconfetti;Yellow;1520
21/11/2024 0:00;Limonium;Blue;4500
21/11/2024 0:00;Matsumoto;DarkPink;1800
21/11/2024 0:00;Matsumoto;Purple;3000
21/11/2024 0:00;Matsumoto;Red;3900
21/11/2024 0:00;Micropompon Button;Purple;7450
21/11/2024 0:00;Micropompon Button;White;7350
21/11/2024 0:00;Micropompon Button;Yellow;300
21/11/2024 0:00;Micropompon Daisy;Purple;5400
21/11/2024 0:00;Micropompon Daisy;White;1400
21/11/2024 0:00;Minicarnation;Burgundy;0
21/11/2024 0:00;Minicarnation;DarkPink;11400
21/11/2024 0:00;Minicarnation;Earth Tones;600
21/11/2024 0:00;Minicarnation;Green;600
21/11/2024 0:00;Minicarnation;Lavender;0
21/11/2024 0:00;Minicarnation;Novelty Burgundy;0
21/11/2024 0:00;Minicarnation;Novelty Pink;0
21/11/2024 0:00;Minicarnation;Novelty Purple;0
21/11/2024 0:00;Minicarnation;Novelty Red;0
21/11/2024 0:00;Minicarnation;Novelty Yellow;0
21/11/2024 0:00;Minicarnation;Orange;8400
21/11/2024 0:00;Minicarnation;Peppermint;1200
21/11/2024 0:00;Minicarnation;Pink;6000
21/11/2024 0:00;Minicarnation;Purple;3600
21/11/2024 0:00;Minicarnation;Red;21000
21/11/2024 0:00;Minicarnation;White;9600
21/11/2024 0:00;Minicarnation;Yellow;0
21/11/2024 0:00;Mum Ball;Green;3900
21/11/2024 0:00;Mum Ball;Purple;5795
21/11/2024 0:00;Mum Ball;Red;1700
21/11/2024 0:00;Mum Ball;White;400
21/11/2024 0:00;Novelty;Button Green;47205
21/11/2024 0:00;Novelty;Button Lavender;2600
21/11/2024 0:00;Novelty;Button Purple;8850
21/11/2024 0:00;Novelty;Button White;1850
21/11/2024 0:00;Novelty;Button Yellow;1400
21/11/2024 0:00;Novelty;Lavender;5450
21/11/2024 0:00;Novelty;Peach;650
21/11/2024 0:00;Novelty;Pink;2620
21/11/2024 0:00;Novelty;Purple;5730
21/11/2024 0:00;Novelty;White;3130
21/11/2024 0:00;Novelty;Yellow;1276
21/11/2024 0:00;Pine;Green;56000
21/11/2024 0:00;Pittosporum;Green;12200
21/11/2024 0:00;Robelina Palm;Green;1000
21/11/2024 0:00;Rose - Color;DarkPink;8208
21/11/2024 0:00;Rose - Color;Green;144
21/11/2024 0:00;Rose - Color;Lavender;2304
21/11/2024 0:00;Rose - Color;Novelty Orange;288
21/11/2024 0:00;Rose - Color;Novelty Pink;1584
21/11/2024 0:00;Rose - Color;Novelty Red;864
21/11/2024 0:00;Rose - Color;Orange;5904
21/11/2024 0:00;Rose - Color;Peach;1728
21/11/2024 0:00;Rose - Color;Pink;3456
21/11/2024 0:00;Rose - Color;White;4608
21/11/2024 0:00;Rose - Color;Yellow;1440
21/11/2024 0:00;Rose - Red;Red;28944
21/11/2024 0:00;Ruscus;Green;5000
21/11/2024 0:00;Ruscus;Tinted Burgundy;1500
21/11/2024 0:00;Ruscus;Tinted Silver;2900
21/11/2024 0:00;Sinensis;Tinted Blue Pastel;430
21/11/2024 0:00;Sinensis;Tinted Dark Pink;360
21/11/2024 0:00;Sinensis;Tinted Orange;650
21/11/2024 0:00;Sinensis;Tinted Pink;330
21/11/2024 0:00;Sinensis;White;4000
21/11/2024 0:00;Solidago;Tinted Burgundy;390
