DueDate,Flower,Color_x,Stems_x,Color_y,Stems_y
2024-10-01,Daisy,Bicolor Bronze,10025,Assorted,1750
2024-10-01,Daisy,Bicolor Bronze,10025,Bicolor Bronze,16100
2024-10-01,Daisy,Bicolor Bronze,10025,Bronze,9250
2024-10-01,Daisy,Bicolor Bronze,10025,DarkPink,4651
2024-10-01,Daisy,Bicolor Bronze,10025,Lavender,21032
2024-10-01,Daisy,Bicolor Bronze,10025,Light Bronze,5650
2024-10-01,Daisy,Bicolor Bronze,10025,Novelty Lavender,18684
2024-10-01,Daisy,Bicolor Bronze,10025,Novelty Purple,720
2024-10-01,Daisy,Bicolor Bronze,10025,Novelty Yellow,3423
2024-10-01,Daisy,Bicolor Bronze,10025,Orange,950
2024-10-01,Daisy,Bicolor Bronze,10025,Peach,750
2024-10-01,Daisy,Bicolor Bronze,10025,Pink,2450
2024-10-01,Daisy,Bicolor Bronze,10025,Purple,17728
2024-10-01,Daisy,Bicolor Bronze,10025,Red,8180
2024-10-01,Daisy,Bicolor Bronze,10025,Tinted Assorted,15300
2024-10-01,Daisy,Bicolor Bronze,10025,White,28003
2024-10-01,Daisy,Bicolor Bronze,10025,Yellow,18833
2024-10-02,Daisy,Bicolor Bronze,26007,Assorted,1100
2024-10-02,Daisy,Bicolor Bronze,26007,Bicolor Bronze,13340
2024-10-02,Daisy,Bicolor Bronze,26007,Bronze,14780
2024-10-02,Daisy,Bicolor Bronze,26007,DarkPink,1080
2024-10-02,Daisy,Bicolor Bronze,26007,Lavender,1355
2024-10-02,Daisy,Bicolor Bronze,26007,Light Bronze,670
2024-10-02,Daisy,Bicolor Bronze,26007,Novelty Lavender,9420
2024-10-02,Daisy,Bicolor Bronze,26007,Novelty Purple,11580
2024-10-02,Daisy,Bicolor Bronze,26007,Novelty Yellow,7850
2024-10-02,Daisy,Bicolor Bronze,26007,Orange,1180
2024-10-02,Daisy,Bicolor Bronze,26007,Peach,1000
2024-10-02,Daisy,Bicolor Bronze,26007,Pink,1400
2024-10-02,Daisy,Bicolor Bronze,26007,Purple,12409
2024-10-02,Daisy,Bicolor Bronze,26007,Red,7700
2024-10-02,Daisy,Bicolor Bronze,26007,Tinted Assorted,15000
2024-10-02,Daisy,Bicolor Bronze,26007,White,26630
2024-10-02,Daisy,Bicolor Bronze,26007,Yellow,16400
2024-10-03,Daisy,Bicolor Bronze,5068,Bicolor Bronze,13060
2024-10-03,Daisy,Bicolor Bronze,5068,Bronze,9750
2024-10-03,Daisy,Bicolor Bronze,5068,DarkPink,2400
2024-10-03,Daisy,Bicolor Bronze,5068,Lavender,6333
2024-10-03,Daisy,Bicolor Bronze,5068,Light Bronze,4940
2024-10-03,Daisy,Bicolor Bronze,5068,Novelty Lavender,9720
2024-10-03,Daisy,Bicolor Bronze,5068,Novelty Purple,490
2024-10-03,Daisy,Bicolor Bronze,5068,Novelty Yellow,8070
2024-10-03,Daisy,Bicolor Bronze,5068,Orange,9190
2024-10-03,Daisy,Bicolor Bronze,5068,Peach,270
2024-10-03,Daisy,Bicolor Bronze,5068,Pink,2400
2024-10-03,Daisy,Bicolor Bronze,5068,Purple,6450
2024-10-03,Daisy,Bicolor Bronze,5068,Red,8408
2024-10-03,Daisy,Bicolor Bronze,5068,White,35030
2024-10-03,Daisy,Bicolor Bronze,5068,Yellow,1860
2024-10-04,Daisy,Bicolor Bronze,11181,Bicolor Bronze,5720
2024-10-04,Daisy,Bicolor Bronze,11181,Bronze,5550
2024-10-04,Daisy,Bicolor Bronze,11181,DarkPink,2296
2024-10-04,Daisy,Bicolor Bronze,11181,Lavender,10505
2024-10-04,Daisy,Bicolor Bronze,11181,Novelty Lavender,5870
2024-10-04,Daisy,Bicolor Bronze,11181,Novelty Purple,5250
2024-10-04,Daisy,Bicolor Bronze,11181,Novelty Yellow,7950
2024-10-04,Daisy,Bicolor Bronze,11181,Orange,11100
2024-10-04,Daisy,Bicolor Bronze,11181,Peach,1050
2024-10-04,Daisy,Bicolor Bronze,11181,Pink,1900
2024-10-04,Daisy,Bicolor Bronze,11181,Purple,5880
2024-10-04,Daisy,Bicolor Bronze,11181,Red,1300
2024-10-04,Daisy,Bicolor Bronze,11181,White,8790
2024-10-04,Daisy,Bicolor Bronze,11181,Yellow,350
2024-10-05,Daisy,Bicolor Bronze,7032,Bicolor Bronze,9970
2024-10-05,Daisy,Bicolor Bronze,7032,Bronze,6790
2024-10-05,Daisy,Bicolor Bronze,7032,DarkPink,1450
2024-10-05,Daisy,Bicolor Bronze,7032,Lavender,3130
2024-10-05,Daisy,Bicolor Bronze,7032,Light Bronze,2900
2024-10-05,Daisy,Bicolor Bronze,7032,Novelty Lavender,5820
2024-10-05,Daisy,Bicolor Bronze,7032,Novelty Purple,2870
2024-10-05,Daisy,Bicolor Bronze,7032,Novelty Yellow,4938
2024-10-05,Daisy,Bicolor Bronze,7032,Orange,7750
2024-10-05,Daisy,Bicolor Bronze,7032,Peach,1400
2024-10-05,Daisy,Bicolor Bronze,7032,Pink,870
2024-10-05,Daisy,Bicolor Bronze,7032,Purple,1930
2024-10-05,Daisy,Bicolor Bronze,7032,Red,2830
2024-10-05,Daisy,Bicolor Bronze,7032,White,6978
2024-10-05,Daisy,Bicolor Bronze,7032,Yellow,12760
2024-10-07,Daisy,Bicolor Bronze,9366,Bicolor Bronze,7150
2024-10-07,Daisy,Bicolor Bronze,9366,Bronze,12110
2024-10-07,Daisy,Bicolor Bronze,9366,DarkPink,2120
2024-10-07,Daisy,Bicolor Bronze,9366,Lavender,8750
2024-10-07,Daisy,Bicolor Bronze,9366,Light Bronze,7610
2024-10-07,Daisy,Bicolor Bronze,9366,Novelty Lavender,21100
2024-10-07,Daisy,Bicolor Bronze,9366,Novelty Purple,4050
2024-10-07,Daisy,Bicolor Bronze,9366,Novelty Yellow,18470
2024-10-07,Daisy,Bicolor Bronze,9366,Orange,11450
2024-10-07,Daisy,Bicolor Bronze,9366,Peach,1750
2024-10-07,Daisy,Bicolor Bronze,9366,Pink,5668
2024-10-07,Daisy,Bicolor Bronze,9366,Purple,10463
2024-10-07,Daisy,Bicolor Bronze,9366,Red,7230
2024-10-07,Daisy,Bicolor Bronze,9366,Tinted Assorted,450
2024-10-07,Daisy,Bicolor Bronze,9366,White,55959
2024-10-07,Daisy,Bicolor Bronze,9366,Yellow,6580
2024-10-08,Daisy,Bicolor Bronze,18626,Bicolor Bronze,7638
2024-10-08,Daisy,Bicolor Bronze,18626,Bronze,14982
2024-10-08,Daisy,Bicolor Bronze,18626,DarkPink,1250
2024-10-08,Daisy,Bicolor Bronze,18626,Lavender,7560
2024-10-08,Daisy,Bicolor Bronze,18626,Light Bronze,9218
2024-10-08,Daisy,Bicolor Bronze,18626,Novelty Lavender,12890
2024-10-08,Daisy,Bicolor Bronze,18626,Novelty Purple,3614
2024-10-08,Daisy,Bicolor Bronze,18626,Novelty Yellow,12300
2024-10-08,Daisy,Bicolor Bronze,18626,Orange,8730
2024-10-08,Daisy,Bicolor Bronze,18626,Peach,3377
2024-10-08,Daisy,Bicolor Bronze,18626,Pink,2740
2024-10-08,Daisy,Bicolor Bronze,18626,Purple,11157
2024-10-08,Daisy,Bicolor Bronze,18626,Red,5180
2024-10-08,Daisy,Bicolor Bronze,18626,Tinted Assorted,11850
2024-10-08,Daisy,Bicolor Bronze,18626,White,10240
2024-10-08,Daisy,Bicolor Bronze,18626,Yellow,1690
2024-10-09,Daisy,Bicolor Bronze,15248,Bicolor Bronze,4100
2024-10-09,Daisy,Bicolor Bronze,15248,Bronze,8800
2024-10-09,Daisy,Bicolor Bronze,15248,DarkPink,1930
2024-10-09,Daisy,Bicolor Bronze,15248,Lavender,1000
2024-10-09,Daisy,Bicolor Bronze,15248,Light Bronze,9270
2024-10-09,Daisy,Bicolor Bronze,15248,Novelty Lavender,6650
2024-10-09,Daisy,Bicolor Bronze,15248,Novelty Purple,4820
2024-10-09,Daisy,Bicolor Bronze,15248,Novelty Yellow,7850
2024-10-09,Daisy,Bicolor Bronze,15248,Orange,7770
2024-10-09,Daisy,Bicolor Bronze,15248,Peach,2320
2024-10-09,Daisy,Bicolor Bronze,15248,Pink,800
2024-10-09,Daisy,Bicolor Bronze,15248,Purple,23000
2024-10-09,Daisy,Bicolor Bronze,15248,Red,13585
2024-10-09,Daisy,Bicolor Bronze,15248,Tinted Assorted,250
2024-10-09,Daisy,Bicolor Bronze,15248,White,11380
2024-10-09,Daisy,Bicolor Bronze,15248,Yellow,14474
2024-10-10,Daisy,Bicolor Bronze,4143,Bicolor Bronze,17740
2024-10-10,Daisy,Bicolor Bronze,4143,Bronze,8968
2024-10-10,Daisy,Bicolor Bronze,4143,DarkPink,1385
2024-10-10,Daisy,Bicolor Bronze,4143,Lavender,3080
2024-10-10,Daisy,Bicolor Bronze,4143,Light Bronze,13000
2024-10-10,Daisy,Bicolor Bronze,4143,Novelty Lavender,8450
2024-10-10,Daisy,Bicolor Bronze,4143,Novelty Purple,3940
2024-10-10,Daisy,Bicolor Bronze,4143,Novelty Yellow,11250
2024-10-10,Daisy,Bicolor Bronze,4143,Orange,8150
2024-10-10,Daisy,Bicolor Bronze,4143,Peach,2360
2024-10-10,Daisy,Bicolor Bronze,4143,Pink,1100
2024-10-10,Daisy,Bicolor Bronze,4143,Purple,19650
2024-10-10,Daisy,Bicolor Bronze,4143,Red,10410
2024-10-10,Daisy,Bicolor Bronze,4143,Tinted Assorted,1500
2024-10-10,Daisy,Bicolor Bronze,4143,White,18730
2024-10-10,Daisy,Bicolor Bronze,4143,Yellow,9420
2024-10-11,Daisy,Bicolor Bronze,5880,Bicolor Bronze,4350
2024-10-11,Daisy,Bicolor Bronze,5880,Bronze,5425
2024-10-11,Daisy,Bicolor Bronze,5880,DarkPink,4041
2024-10-11,Daisy,Bicolor Bronze,5880,Lavender,510
2024-10-11,Daisy,Bicolor Bronze,5880,Light Bronze,10520
2024-10-11,Daisy,Bicolor Bronze,5880,Novelty Lavender,4850
2024-10-11,Daisy,Bicolor Bronze,5880,Novelty Purple,10517
2024-10-11,Daisy,Bicolor Bronze,5880,Novelty Yellow,6850
2024-10-11,Daisy,Bicolor Bronze,5880,Orange,2900
2024-10-11,Daisy,Bicolor Bronze,5880,Peach,2793
2024-10-11,Daisy,Bicolor Bronze,5880,Pink,350
2024-10-11,Daisy,Bicolor Bronze,5880,Purple,18036
2024-10-11,Daisy,Bicolor Bronze,5880,Red,6928
2024-10-11,Daisy,Bicolor Bronze,5880,Tinted Assorted,4650
2024-10-11,Daisy,Bicolor Bronze,5880,White,2150
2024-10-11,Daisy,Bicolor Bronze,5880,Yellow,9110
2024-10-12,Daisy,Bicolor Bronze,2824,Bicolor Bronze,8250
2024-10-12,Daisy,Bicolor Bronze,2824,Bronze,10550
2024-10-12,Daisy,Bicolor Bronze,2824,DarkPink,2900
2024-10-12,Daisy,Bicolor Bronze,2824,Lavender,1970
2024-10-12,Daisy,Bicolor Bronze,2824,Light Bronze,8600
2024-10-12,Daisy,Bicolor Bronze,2824,Novelty Lavender,8800
2024-10-12,Daisy,Bicolor Bronze,2824,Novelty Purple,1440
2024-10-12,Daisy,Bicolor Bronze,2824,Novelty Yellow,4950
2024-10-12,Daisy,Bicolor Bronze,2824,Orange,14150
2024-10-12,Daisy,Bicolor Bronze,2824,Peach,1000
2024-10-12,Daisy,Bicolor Bronze,2824,Pink,230
2024-10-12,Daisy,Bicolor Bronze,2824,Purple,14900
2024-10-12,Daisy,Bicolor Bronze,2824,Red,4150
2024-10-12,Daisy,Bicolor Bronze,2824,Tinted Assorted,2700
2024-10-12,Daisy,Bicolor Bronze,2824,White,2150
2024-10-12,Daisy,Bicolor Bronze,2824,Yellow,41390
2024-10-14,Daisy,Bicolor Bronze,13669,Bicolor Bronze,4100
2024-10-14,Daisy,Bicolor Bronze,13669,Bronze,10950
2024-10-14,Daisy,Bicolor Bronze,13669,DarkPink,6662
2024-10-14,Daisy,Bicolor Bronze,13669,Lavender,7700
2024-10-14,Daisy,Bicolor Bronze,13669,Light Bronze,9740
2024-10-14,Daisy,Bicolor Bronze,13669,Novelty Lavender,6750
2024-10-14,Daisy,Bicolor Bronze,13669,Novelty Purple,5500
2024-10-14,Daisy,Bicolor Bronze,13669,Novelty Yellow,11550
2024-10-14,Daisy,Bicolor Bronze,13669,Orange,3550
2024-10-14,Daisy,Bicolor Bronze,13669,Peach,1270
2024-10-14,Daisy,Bicolor Bronze,13669,Pink,850
2024-10-14,Daisy,Bicolor Bronze,13669,Purple,12686
2024-10-14,Daisy,Bicolor Bronze,13669,Red,13990
2024-10-14,Daisy,Bicolor Bronze,13669,Tinted Assorted,3750
2024-10-14,Daisy,Bicolor Bronze,13669,White,5183
2024-10-14,Daisy,Bicolor Bronze,13669,Yellow,16270
2024-10-15,Daisy,Bicolor Bronze,16267,Assorted,2000
2024-10-15,Daisy,Bicolor Bronze,16267,Bicolor Bronze,23530
2024-10-15,Daisy,Bicolor Bronze,16267,Bronze,5220
2024-10-15,Daisy,Bicolor Bronze,16267,DarkPink,2070
2024-10-15,Daisy,Bicolor Bronze,16267,Lavender,11827
2024-10-15,Daisy,Bicolor Bronze,16267,Light Bronze,11050
2024-10-15,Daisy,Bicolor Bronze,16267,Novelty Lavender,3700
2024-10-15,Daisy,Bicolor Bronze,16267,Novelty Purple,13720
2024-10-15,Daisy,Bicolor Bronze,16267,Novelty Yellow,5090
2024-10-15,Daisy,Bicolor Bronze,16267,Orange,6594
2024-10-15,Daisy,Bicolor Bronze,16267,Peach,3279
2024-10-15,Daisy,Bicolor Bronze,16267,Pink,1082
2024-10-15,Daisy,Bicolor Bronze,16267,Purple,24545
2024-10-15,Daisy,Bicolor Bronze,16267,Red,14020
2024-10-15,Daisy,Bicolor Bronze,16267,Tinted Assorted,4150
2024-10-15,Daisy,Bicolor Bronze,16267,White,13529
2024-10-15,Daisy,Bicolor Bronze,16267,Yellow,6875
2024-10-16,Daisy,Bicolor Bronze,6664,Bicolor Bronze,11500
2024-10-16,Daisy,Bicolor Bronze,6664,Bronze,8116
2024-10-16,Daisy,Bicolor Bronze,6664,DarkPink,1320
2024-10-16,Daisy,Bicolor Bronze,6664,Lavender,7819
2024-10-16,Daisy,Bicolor Bronze,6664,Light Bronze,13180
2024-10-16,Daisy,Bicolor Bronze,6664,Novelty Lavender,4314
2024-10-16,Daisy,Bicolor Bronze,6664,Novelty Purple,6820
2024-10-16,Daisy,Bicolor Bronze,6664,Novelty Yellow,6360
2024-10-16,Daisy,Bicolor Bronze,6664,Orange,11764
2024-10-16,Daisy,Bicolor Bronze,6664,Peach,590
2024-10-16,Daisy,Bicolor Bronze,6664,Pink,1000
2024-10-16,Daisy,Bicolor Bronze,6664,Purple,22941
2024-10-16,Daisy,Bicolor Bronze,6664,Red,12630
2024-10-16,Daisy,Bicolor Bronze,6664,Tinted Assorted,10000
2024-10-16,Daisy,Bicolor Bronze,6664,White,9626
2024-10-16,Daisy,Bicolor Bronze,6664,Yellow,14350
2024-10-17,Daisy,Bicolor Bronze,9124,Bicolor Bronze,1950
2024-10-17,Daisy,Bicolor Bronze,9124,Bronze,6232
2024-10-17,Daisy,Bicolor Bronze,9124,DarkPink,1490
2024-10-17,Daisy,Bicolor Bronze,9124,Lavender,5480
2024-10-17,Daisy,Bicolor Bronze,9124,Light Bronze,2600
2024-10-17,Daisy,Bicolor Bronze,9124,Novelty Lavender,5290
2024-10-17,Daisy,Bicolor Bronze,9124,Novelty Purple,2700
2024-10-17,Daisy,Bicolor Bronze,9124,Novelty Yellow,5592
2024-10-17,Daisy,Bicolor Bronze,9124,Orange,10000
2024-10-17,Daisy,Bicolor Bronze,9124,Peach,900
2024-10-17,Daisy,Bicolor Bronze,9124,Pink,818
2024-10-17,Daisy,Bicolor Bronze,9124,Purple,15700
2024-10-17,Daisy,Bicolor Bronze,9124,Red,5114
2024-10-17,Daisy,Bicolor Bronze,9124,White,150
2024-10-17,Daisy,Bicolor Bronze,9124,Yellow,23666
2024-10-18,Daisy,Bicolor Bronze,15600,Bicolor Bronze,3550
2024-10-18,Daisy,Bicolor Bronze,15600,Bronze,12290
2024-10-18,Daisy,Bicolor Bronze,15600,DarkPink,950
2024-10-18,Daisy,Bicolor Bronze,15600,Lavender,4305
2024-10-18,Daisy,Bicolor Bronze,15600,Light Bronze,1700
2024-10-18,Daisy,Bicolor Bronze,15600,Novelty Lavender,13950
2024-10-18,Daisy,Bicolor Bronze,15600,Novelty Purple,4850
2024-10-18,Daisy,Bicolor Bronze,15600,Novelty Yellow,4220
2024-10-18,Daisy,Bicolor Bronze,15600,Orange,11970
2024-10-18,Daisy,Bicolor Bronze,15600,Peach,2190
2024-10-18,Daisy,Bicolor Bronze,15600,Pink,790
2024-10-18,Daisy,Bicolor Bronze,15600,Purple,11250
2024-10-18,Daisy,Bicolor Bronze,15600,Red,7850
2024-10-18,Daisy,Bicolor Bronze,15600,Tinted Assorted,3800
2024-10-18,Daisy,Bicolor Bronze,15600,White,27950
2024-10-18,Daisy,Bicolor Bronze,15600,Yellow,21010
2024-10-19,Daisy,Bicolor Bronze,5751,Bicolor Bronze,8400
2024-10-19,Daisy,Bicolor Bronze,5751,Bronze,14516
2024-10-19,Daisy,Bicolor Bronze,5751,DarkPink,2598
2024-10-19,Daisy,Bicolor Bronze,5751,Lavender,3950
2024-10-19,Daisy,Bicolor Bronze,5751,Light Bronze,11402
2024-10-19,Daisy,Bicolor Bronze,5751,Novelty Lavender,15250
2024-10-19,Daisy,Bicolor Bronze,5751,Novelty Purple,2450
2024-10-19,Daisy,Bicolor Bronze,5751,Novelty Yellow,2900
2024-10-19,Daisy,Bicolor Bronze,5751,Orange,9650
2024-10-19,Daisy,Bicolor Bronze,5751,Peach,2150
2024-10-19,Daisy,Bicolor Bronze,5751,Pink,2210
2024-10-19,Daisy,Bicolor Bronze,5751,Purple,5970
2024-10-19,Daisy,Bicolor Bronze,5751,Red,6945
2024-10-19,Daisy,Bicolor Bronze,5751,Tinted Assorted,150
2024-10-19,Daisy,Bicolor Bronze,5751,White,25720
2024-10-19,Daisy,Bicolor Bronze,5751,Yellow,9573
2024-10-21,Daisy,Bicolor Bronze,8380,Bicolor Bronze,6000
2024-10-21,Daisy,Bicolor Bronze,8380,Bronze,20740
2024-10-21,Daisy,Bicolor Bronze,8380,DarkPink,5690
2024-10-21,Daisy,Bicolor Bronze,8380,Lavender,11216
2024-10-21,Daisy,Bicolor Bronze,8380,Light Bronze,9175
2024-10-21,Daisy,Bicolor Bronze,8380,Novelty Lavender,30550
2024-10-21,Daisy,Bicolor Bronze,8380,Novelty Purple,11350
2024-10-21,Daisy,Bicolor Bronze,8380,Novelty Yellow,8426
2024-10-21,Daisy,Bicolor Bronze,8380,Orange,17580
2024-10-21,Daisy,Bicolor Bronze,8380,Peach,7680
2024-10-21,Daisy,Bicolor Bronze,8380,Pink,2075
2024-10-21,Daisy,Bicolor Bronze,8380,Purple,26290
2024-10-21,Daisy,Bicolor Bronze,8380,Red,24924
2024-10-21,Daisy,Bicolor Bronze,8380,Tinted Assorted,10900
2024-10-21,Daisy,Bicolor Bronze,8380,White,19322
2024-10-21,Daisy,Bicolor Bronze,8380,Yellow,21843
2024-10-22,Daisy,Bicolor Bronze,9984,Bicolor Bronze,14850
2024-10-22,Daisy,Bicolor Bronze,9984,Bronze,10455
2024-10-22,Daisy,Bicolor Bronze,9984,DarkPink,2420
2024-10-22,Daisy,Bicolor Bronze,9984,Lavender,7220
2024-10-22,Daisy,Bicolor Bronze,9984,Light Bronze,11410
2024-10-22,Daisy,Bicolor Bronze,9984,Novelty Lavender,13200
2024-10-22,Daisy,Bicolor Bronze,9984,Novelty Purple,1450
2024-10-22,Daisy,Bicolor Bronze,9984,Novelty Yellow,17050
2024-10-22,Daisy,Bicolor Bronze,9984,Orange,30300
2024-10-22,Daisy,Bicolor Bronze,9984,Peach,2900
2024-10-22,Daisy,Bicolor Bronze,9984,Pink,1150
2024-10-22,Daisy,Bicolor Bronze,9984,Purple,5900
2024-10-22,Daisy,Bicolor Bronze,9984,Red,5650
2024-10-22,Daisy,Bicolor Bronze,9984,Tinted Assorted,16300
2024-10-22,Daisy,Bicolor Bronze,9984,White,3352
2024-10-22,Daisy,Bicolor Bronze,9984,Yellow,7750
2024-10-23,Daisy,Bicolor Bronze,3848,Bicolor Bronze,6843
2024-10-23,Daisy,Bicolor Bronze,3848,Bronze,17710
2024-10-23,Daisy,Bicolor Bronze,3848,DarkPink,1390
2024-10-23,Daisy,Bicolor Bronze,3848,Lavender,5390
2024-10-23,Daisy,Bicolor Bronze,3848,Light Bronze,30150
2024-10-23,Daisy,Bicolor Bronze,3848,Novelty Lavender,8756
2024-10-23,Daisy,Bicolor Bronze,3848,Novelty Purple,5416
2024-10-23,Daisy,Bicolor Bronze,3848,Novelty Yellow,8210
2024-10-23,Daisy,Bicolor Bronze,3848,Orange,9600
2024-10-23,Daisy,Bicolor Bronze,3848,Peach,3150
2024-10-23,Daisy,Bicolor Bronze,3848,Pink,2300
2024-10-23,Daisy,Bicolor Bronze,3848,Purple,6250
2024-10-23,Daisy,Bicolor Bronze,3848,Red,6850
2024-10-23,Daisy,Bicolor Bronze,3848,Tinted Assorted,450
2024-10-23,Daisy,Bicolor Bronze,3848,White,750
2024-10-23,Daisy,Bicolor Bronze,3848,Yellow,10
2024-10-24,Daisy,Bicolor Bronze,3989,Bicolor Bronze,15600
2024-10-24,Daisy,Bicolor Bronze,3989,Bronze,21700
2024-10-24,Daisy,Bicolor Bronze,3989,DarkPink,1200
2024-10-24,Daisy,Bicolor Bronze,3989,Lavender,1580
2024-10-24,Daisy,Bicolor Bronze,3989,Light Bronze,10150
2024-10-24,Daisy,Bicolor Bronze,3989,Novelty Lavender,950
2024-10-24,Daisy,Bicolor Bronze,3989,Novelty Purple,5050
2024-10-24,Daisy,Bicolor Bronze,3989,Novelty Yellow,13750
2024-10-24,Daisy,Bicolor Bronze,3989,Orange,10050
2024-10-24,Daisy,Bicolor Bronze,3989,Peach,1500
2024-10-24,Daisy,Bicolor Bronze,3989,Pink,900
2024-10-24,Daisy,Bicolor Bronze,3989,Purple,12380
2024-10-24,Daisy,Bicolor Bronze,3989,Red,20540
2024-10-24,Daisy,Bicolor Bronze,3989,Tinted Assorted,1200
2024-10-24,Daisy,Bicolor Bronze,3989,White,4050
2024-10-24,Daisy,Bicolor Bronze,3989,Yellow,3100
2024-10-25,Daisy,Bicolor Bronze,8771,Bicolor Bronze,31042
2024-10-25,Daisy,Bicolor Bronze,8771,Bronze,15582
2024-10-25,Daisy,Bicolor Bronze,8771,DarkPink,2030
2024-10-25,Daisy,Bicolor Bronze,8771,Lavender,2980
2024-10-25,Daisy,Bicolor Bronze,8771,Light Bronze,14874
2024-10-25,Daisy,Bicolor Bronze,8771,Novelty Lavender,7300
2024-10-25,Daisy,Bicolor Bronze,8771,Novelty Purple,10610
2024-10-25,Daisy,Bicolor Bronze,8771,Novelty Yellow,12193
2024-10-25,Daisy,Bicolor Bronze,8771,Orange,7327
2024-10-25,Daisy,Bicolor Bronze,8771,Peach,830
2024-10-25,Daisy,Bicolor Bronze,8771,Pink,1027
2024-10-25,Daisy,Bicolor Bronze,8771,Purple,9198
2024-10-25,Daisy,Bicolor Bronze,8771,Red,8610
2024-10-25,Daisy,Bicolor Bronze,8771,White,2200
2024-10-25,Daisy,Bicolor Bronze,8771,Yellow,4506
2024-10-26,Daisy,Bicolor Bronze,6342,Bicolor Bronze,15764
2024-10-26,Daisy,Bicolor Bronze,6342,Bronze,22490
2024-10-26,Daisy,Bicolor Bronze,6342,DarkPink,1850
2024-10-26,Daisy,Bicolor Bronze,6342,Lavender,4260
2024-10-26,Daisy,Bicolor Bronze,6342,Light Bronze,9190
2024-10-26,Daisy,Bicolor Bronze,6342,Novelty Lavender,2500
2024-10-26,Daisy,Bicolor Bronze,6342,Novelty Purple,2100
2024-10-26,Daisy,Bicolor Bronze,6342,Novelty Yellow,4650
2024-10-26,Daisy,Bicolor Bronze,6342,Orange,9570
2024-10-26,Daisy,Bicolor Bronze,6342,Peach,3039
2024-10-26,Daisy,Bicolor Bronze,6342,Pink,234
2024-10-26,Daisy,Bicolor Bronze,6342,Purple,6460
2024-10-26,Daisy,Bicolor Bronze,6342,Red,8282
2024-10-26,Daisy,Bicolor Bronze,6342,Tinted Assorted,350
2024-10-26,Daisy,Bicolor Bronze,6342,White,50180
2024-10-26,Daisy,Bicolor Bronze,6342,Yellow,52850
2024-10-28,Daisy,Bicolor Bronze,10019,Bicolor Bronze,24650
2024-10-28,Daisy,Bicolor Bronze,10019,Bronze,19141
2024-10-28,Daisy,Bicolor Bronze,10019,DarkPink,5600
2024-10-28,Daisy,Bicolor Bronze,10019,Lavender,15890
2024-10-28,Daisy,Bicolor Bronze,10019,Light Bronze,5570
2024-10-28,Daisy,Bicolor Bronze,10019,Novelty Lavender,4280
2024-10-28,Daisy,Bicolor Bronze,10019,Novelty Purple,7350
2024-10-28,Daisy,Bicolor Bronze,10019,Novelty Yellow,1850
2024-10-28,Daisy,Bicolor Bronze,10019,Orange,6331
2024-10-28,Daisy,Bicolor Bronze,10019,Peach,6976
2024-10-28,Daisy,Bicolor Bronze,10019,Pink,1484
2024-10-28,Daisy,Bicolor Bronze,10019,Purple,29536
2024-10-28,Daisy,Bicolor Bronze,10019,Red,15640
2024-10-28,Daisy,Bicolor Bronze,10019,Tinted Assorted,1900
2024-10-28,Daisy,Bicolor Bronze,10019,White,18041
2024-10-28,Daisy,Bicolor Bronze,10019,Yellow,35804
2024-10-29,Daisy,Bicolor Bronze,16615,Assorted,3100
2024-10-29,Daisy,Bicolor Bronze,16615,Bicolor Bronze,24900
2024-10-29,Daisy,Bicolor Bronze,16615,Bronze,17950
2024-10-29,Daisy,Bicolor Bronze,16615,DarkPink,550
2024-10-29,Daisy,Bicolor Bronze,16615,Lavender,12340
2024-10-29,Daisy,Bicolor Bronze,16615,Light Bronze,5190
2024-10-29,Daisy,Bicolor Bronze,16615,Novelty Lavender,14790
2024-10-29,Daisy,Bicolor Bronze,16615,Novelty Purple,6400
2024-10-29,Daisy,Bicolor Bronze,16615,Novelty Yellow,995
2024-10-29,Daisy,Bicolor Bronze,16615,Orange,8150
2024-10-29,Daisy,Bicolor Bronze,16615,Peach,2732
2024-10-29,Daisy,Bicolor Bronze,16615,Pink,550
2024-10-29,Daisy,Bicolor Bronze,16615,Purple,14650
2024-10-29,Daisy,Bicolor Bronze,16615,Red,9120
2024-10-29,Daisy,Bicolor Bronze,16615,Tinted Assorted,10450
2024-10-29,Daisy,Bicolor Bronze,16615,White,9544
2024-10-29,Daisy,Bicolor Bronze,16615,Yellow,18030
2024-10-30,Daisy,Bicolor Bronze,12048,Assorted,11800
2024-10-30,Daisy,Bicolor Bronze,12048,Bicolor Bronze,26800
2024-10-30,Daisy,Bicolor Bronze,12048,Bronze,13140
2024-10-30,Daisy,Bicolor Bronze,12048,DarkPink,2450
2024-10-30,Daisy,Bicolor Bronze,12048,Lavender,2190
2024-10-30,Daisy,Bicolor Bronze,12048,Light Bronze,1500
2024-10-30,Daisy,Bicolor Bronze,12048,Novelty Lavender,12040
2024-10-30,Daisy,Bicolor Bronze,12048,Novelty Purple,700
2024-10-30,Daisy,Bicolor Bronze,12048,Novelty Yellow,1600
2024-10-30,Daisy,Bicolor Bronze,12048,Orange,6812
2024-10-30,Daisy,Bicolor Bronze,12048,Peach,3800
2024-10-30,Daisy,Bicolor Bronze,12048,Pink,841
2024-10-30,Daisy,Bicolor Bronze,12048,Purple,8400
2024-10-30,Daisy,Bicolor Bronze,12048,Red,7910
2024-10-30,Daisy,Bicolor Bronze,12048,Tinted Assorted,10400
2024-10-30,Daisy,Bicolor Bronze,12048,White,1170
